id;imdb_id;title;original_title;release_date;runtime;original_language;popularity;homepage;budget;revenue;status;tagline;overview
11645;tt0089881;Ran;?;1985-06-01;162;ja;5.85;unknown;11500000;4069653;Released;The Greatest Shakespeare Film;Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...
962;tt0015864;The Gold Rush;The Gold Rush;1925-06-25;95;en;5.77;unknown;923000;2500000;Released;The World's Greatest Laughing Picture!;A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.
654;tt0047296;On the Waterfront;On the Waterfront;1954-06-22;108;en;5.80;unknown;910000;9600000;Released;The Man Lived by the Jungle Law of the Docks!;Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.
25376;tt1305806;The Secret in Their Eyes;El secreto de sus ojos;2009-08-13;129;es;5.20;http://www.elsecretodesusojos.com;2000000;33965843;Released;unknown;A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
264644;tt3170832;Room;Room;2015-10-16;117;en;5.24;http://www.roomthemovie.com;6000000;35401758;Released;Love knows no boundaries;Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?
826;tt0050212;The Bridge on the River Kwai;The Bridge on the River Kwai;1957-10-02;161;en;7.96;unknown;3000000;33300000;Released;It spans a whole new world of entertainment!;The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.
78;tt0083658;Blade Runner;Blade Runner;1982-06-25;117;en;9.07;http://www.warnerbros.com/blade-runner;28000000;33139618;Released;Man has made his match... now it's his problem.;In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.
4935;tt0347149;Howl's Moving Castle;???????;2004-11-19;119;ja;7.50;unknown;24000000;234710455;Released;The two lived there;When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.
313369;tt3783958;La La Land;La La Land;2016-11-29;128;en;5.91;http://www.lalaland.movie/;30000000;438956154;Released;Here's to the fools who dream.;Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.
46738;tt1255953;Incendies;Incendies;2010-09-04;130;fr;7.43;http://www.sonyclassics.com/incendies/;6800000;7103838;Released;The search began at the opening of their mother's will.;A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.
821;tt0055031;Judgment at Nuremberg;Judgment at Nuremberg;1961-12-01;186;en;6.42;unknown;3000000;10000000;Released;The event the world will never forget;In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.
490;tt0050976;The Seventh Seal;Det sjunde inseglet;1957-02-16;96;sv;6.10;unknown;0;0;Released;unknown;When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.
100;tt0120735;Lock, Stock and Two Smoking Barrels;Lock, Stock and Two Smoking Barrels;1998-03-05;105;en;7.30;http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/;1350000;3897569;Released;A Disgrace to Criminals Everywhere.;A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.
3083;tt0031679;Mr. Smith Goes to Washington;Mr. Smith Goes to Washington;1939-10-19;129;en;6.69;unknown;1500000;9600000;Released;Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!;Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.
524;tt0112641;Casino;Casino;1995-11-22;178;en;6.18;unknown;52000000;116112375;Released;No one stays at the top forever.;The life of the gambling paradise , Las Vegas , and its dark mafia underbelly.
453;tt0268978;A Beautiful Mind;A Beautiful Mind;2001-12-11;135;en;6.58;http://www.abeautifulmind.com/;60000000;313542341;Released;I need to believe that something extra ordinary is possible...;At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..
263115;tt3315342;Logan;Logan;2017-02-28;137;en;4.51;http://www.foxmovies.com/movies/logan;97000000;608674100;Released;His time has come;In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.
1955;tt0080678;The Elephant Man;The Elephant Man;1980-10-02;124;en;4.55;unknown;5000000;26010864;Released;I am not an animal! I am a human being! I... am... a man!;"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London."
895;tt0060107;Andrei Rublev;?????? ??????;1966-12-16;205;ru;7.62;unknown;0;0;Released;unknown;An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.
614;tt0050986;Wild Strawberries;Smultronstället;1957-12-26;91;sv;5.07;unknown;0;0;Released;unknown;Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.
752;tt0434409;V for Vendetta;V for Vendetta;2006-03-15;132;en;5.48;http://vforvendetta.warnerbros.com/;54000000;132511035;Released;People should not be afraid of their governments. Governments should be afraid of their people.;In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.
961;tt0017925;The General;The General;1926-12-31;79;en;7.16;unknown;750000;0;Released;"Buster drives ""The General"" to trainload of laughter. (Trade paper ad).";During America's Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.
106646;tt0993846;The Wolf of Wall Street;The Wolf of Wall Street;2013-12-25;180;en;9.11;http://www.thewolfofwallstreet.com/;100000000;392000694;Released;EARN. SPEND. PARTY.;A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.
59440;tt1291584;Warrior;Warrior;2011-09-09;140;en;8.33;http://www.warriorfilm.com/index2.html;25000000;23057115;Released;Fight for Family;"The inspirational story of an estranged family that finds redemption in the unlikeliest of places...the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for ""Sparta"", the biggest MMA tournament ever held. But when Tommy's underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives."
26900;tt0116231;The Bandit;E?k?ya;1996-11-29;121;tr;4.79;unknown;0;0;Released;unknown;The epic adventures of the legendary Baran the Bandit following his release from prison. After serving 35 years, it is no surprise that the world has changed dramatically. Still, Baran can't help but be shocked to discover that his home village is now underwater thanks to the construction of a new dam. He then heads for Istanbul to get revenge upon his former best friend, the man who snitched on him and stole his lover Keje. Along the way, Baran teams up with Cumali, a tough young punk who finds the thief's old-fashioned ways rather quaint. When Cumali gets into deep trouble with a crime boss, Baran adds another vengeful task to his roster.
627;tt0117951;Trainspotting;Trainspotting;1996-02-23;93;en;8.62;http://www.miramax.com/movie/trainspotting/;4000000;16491080;Released;Choose life.;Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.
631;tt0018455;Sunrise: A Song of Two Humans;Sunrise: A Song of Two Humans;1927-09-23;94;en;4.88;unknown;0;0;Released;An Artistic Masterpiece And Also A Joy To Watch;A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.
521;tt0046912;Dial M for Murder;Dial M for Murder;1954-05-29;104;en;9.18;unknown;1400000;3000000;Released;If a woman answers...hang on for dear life!;An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.
13223;tt1205489;Gran Torino;Gran Torino;2008-12-09;116;en;7.95;http://www.thegrantorino.com/;33000000;269958228;Released;Ever come across somebody you shouldn't have messed with?;Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.
11778;tt0077416;The Deer Hunter;The Deer Hunter;1978-12-08;183;en;4.73;unknown;15000000;50000000;Released;One of the most important and powerful films of all time!;A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.
770;tt0031381;Gone with the Wind;Gone with the Wind;1939-12-15;238;en;7.42;unknown;4000000;400176459;Released;The greatest romance of all time!;An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.
324786;tt2119532;Hacksaw Ridge;Hacksaw Ridge;2016-10-07;140;en;7.28;http://www.hacksawridge.movie/;40000000;175302354;Released;One of the greatest heroes in American history never fired a bullet.;WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to win the Congressional Medal of Honor.
275;tt0116282;Fargo;Fargo;1996-04-05;98;en;8.88;http://www.themoviefargo.com/;7000000;60611975;Released;A lot can happen in the middle of nowhere.;Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!
115;tt0118715;The Big Lebowski;The Big Lebowski;1998-03-06;117;en;8.73;http://www.biglebowskibluray.com/splash.php;15000000;46189568;Released;Times like these call for a Big Lebowski.;"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money."
745;tt0167404;The Sixth Sense;The Sixth Sense;1999-08-06;107;en;4.96;unknown;40000000;672806292;Released;Not every gift is a blessing.;A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.
1091;tt0084787;The Thing;The Thing;1982-06-25;109;en;7.64;http://www.theofficialjohncarpenter.com/the-thing/;15000000;19629760;Released;Man is The Warmest Place to Hide.;Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.
12;tt0266543;Finding Nemo;Finding Nemo;2003-05-30;100;en;6.99;http://movies.disney.com/finding-nemo;94000000;940335536;Released;There are 3.7 trillion fish in the ocean, they're looking for one.;Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.
18148;tt0046438;Tokyo Story;????;1953-11-03;136;ja;7.72;unknown;0;0;Released;Isn't Life Depressing?;An old couple visit their children and grandchildren in the city, but the children have little time for them.
6977;tt0477348;No Country for Old Men;No Country for Old Men;2007-11-08;122;en;5.87;unknown;25000000;171600000;Released;There are no clean getaways.;Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.
7913;tt0405508;Rang De Basanti;Rang De Basanti;2006-01-26;157;hi;5.97;unknown;2200000;11502151;Released;A Generation Awakens;A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...
780;tt0019254;The Passion of Joan of Arc;La passion de Jeanne d'Arc;1928-04-21;82;fr;7.62;unknown;0;0;Released;An Immortal Screen Classic that will live Forever!;A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.
903;tt0061512;Cool Hand Luke;Cool Hand Luke;1967-06-22;126;en;5.69;unknown;3000000;16217773;Released;What we've got here is failure to communicate.;"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
223;tt0032976;Rebecca;Rebecca;1940-04-12;130;en;9.45;unknown;1288000;6000000;Released;The shadow of this woman darkened their love.;A self-conscious bride is tormented by the memory of her husband's dead first wife.
19703;tt1280558;A Wednesday!;A Wednesday;2008-09-05;103;hi;5.58;http://www.awednesdaythefilm.com;1400000;3500000;Released;unknown;Mumbai, the financial capital of India, the city that never sleeps, the city of dreams, fast paced and ever changing, home to Bollywood! A City of beauty but also a city that got scarred! A city whose foundation is slowly crumbling beneath its façade of invincibility! 'A Wednesday!' tells the story of certain events that unfold between 2.P.M and 6 P.M on a particular Wednesday in this city.
7345;tt0469494;There Will Be Blood;There Will Be Blood;2007-12-28;158;en;5.53;unknown;25000000;77208711;Released;There Will Be Greed. There Will Be Vengeance.;When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.
10191;tt0892769;How to Train Your Dragon;How to Train Your Dragon;2010-03-05;98;en;6.88;http://www.howtotrainyourdragon.com/;165000000;494878759;Released;One adventure will change two worlds;As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast , which he names Toothless , much to the chagrin of his warrior father
24;tt0266697;Kill Bill: Vol. 1;Kill Bill: Vol. 1;2003-10-10;111;en;6.79;http://www.miramax.com/movie/kill-bill-volume-1/;30000000;180949000;Released;Go for the kill.;An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle , but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.
25237;tt0091251;Come and See;??? ? ??????;1985-07-01;142;ru;6.00;unknown;0;0;Released;unknown;The invasion of a village in Byelorussia by German forces sends young Florya (Alexei Kravchenko) into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha (Olga Mironova), who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.
24238;tt0978762;Mary and Max;Mary and Max;2009-02-09;92;en;9.22;http://www.maryandmax.com/;590235;1725381;Released;Sometimes perfect strangers make the best friends.;A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him, she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?
210577;tt2267998;Gone Girl;Gone Girl;2014-10-01;145;en;5.12;http://www.gonegirlmovie.com/;61000000;369330363;Released;You don't know what you've got 'til it's...;With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.
5915;tt0758758;Into the Wild;Into the Wild;2007-09-11;148;en;9.02;http://www.intothewild.com/;15000000;56255142;Released;Into the heart. Into the soul.;The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.
3078;tt0025316;It Happened One Night;It Happened One Night;1934-02-22;105;en;6.83;unknown;325000;4500000;Released;TOGETHER... for the first time;Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!
11324;tt1130884;Shutter Island;Shutter Island;2010-02-18;138;en;8.64;http://www.shutterisland.com/;80000000;294804195;Released;Someone is missing.;World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.
583;tt0079470;Life of Brian;Life of Brian;1979-08-16;94;en;6.69;unknown;4000000;20045115;Released;He wasn't the messiah. He was a very naughty boy.;Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.
792;tt0091763;Platoon;Platoon;1986-12-18;120;en;9.34;unknown;6000000;138530565;Released;The first casualty of war is innocence.;As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.
265195;tt3011894;Wild Tales;Relatos salvajes;2014-08-21;125;es;5.36;unknown;0;27007072;Released;unknown;Six short stories that explore the extremities of human behavior involving people in distress.
205;tt0395169;Hotel Rwanda;Hotel Rwanda;2004-09-11;121;en;7.58;http://www.metrofilms.com/hotelrwanda/;17500000;38000000;Released;When the world closed its eyes, he opened his arms.;Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.
96721;tt1979320;Rush;Rush;2013-09-02;123;en;9.10;unknown;38000000;90247624;Released;Everyone's driven by something.;A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.
204;tt0046268;The Wages of Fear;Le salaire de la peur;1953-04-22;147;fr;8.44;unknown;0;0;Released;Dynamic Tremendous Shattering;In the South American jungle, supplies of nitroglycerine are needed at a remote oil field. The oil company pays four men to deliver the supplies in two trucks. A tense rivalry develops between the two sets of drivers on the rough remote roads where the slightest jolt can result in death.
10774;tt0074958;Network;Network;1976-11-01;121;en;7.97;unknown;3800000;23689877;Released;Not since the dawn of time has America experienced a man like Howard Beale!;A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.
7984;tt0107207;In the Name of the Father;In the Name of the Father;1993-12-12;133;en;5.10;unknown;13000000;65796862;Released;Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.;A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.
235;tt0092005;Stand by Me;Stand by Me;1986-08-22;89;en;8.95;unknown;8000000;52287000;Released;For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.;After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.
147;tt0053198;The 400 Blows;Les quatre cents coups;1959-05-04;99;fr;8.62;unknown;0;0;Released;Angel faces hell-bent for violence.;For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.
665;tt0052618;Ben-Hur;Ben-Hur;1959-12-26;212;en;7.83;unknown;15000000;146900000;Released;The entertainment experience of a lifetime.;Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.
120467;tt2278388;The Grand Budapest Hotel;The Grand Budapest Hotel;2014-02-26;99;en;5.61;unknown;30000000;174600318;Released;A perfect holiday without leaving home.;The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.
314365;tt1895587;Spotlight;Spotlight;2015-11-06;128;en;9.10;http://www.spotlightthefilm.com;20000000;88346473;Released;Break the story. Break the silence.;The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.
76341;tt1392190;Mad Max: Fury Road;Mad Max: Fury Road;2015-05-13;120;en;7.24;http://www.madmaxmovie.com/;150000000;378858340;Released;What a Lovely Day.;An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.
76203;tt2024544;12 Years a Slave;12 Years a Slave;2013-10-18;134;en;7.68;unknown;20000000;187000000;Released;The extraordinary true story of Solomon Northup;In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life.
797;tt0060827;Persona;Persona;1966-10-18;85;sv;5.07;unknown;0;0;Released;unknown;A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth's persona.
278;tt0111161;The Shawshank Redemption;The Shawshank Redemption;1994-09-23;142;en;5.06;unknown;25000000;28341469;Released;Fear can hold you prisoner. Hope can set you free.;Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.
70;tt0405159;Million Dollar Baby;Million Dollar Baby;2004-12-15;132;en;8.57;http://www.milliondollarbaby-derfilm.de/;30000000;216763646;Released;Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.;Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.
642;tt0064115;Butch Cassidy and the Sundance Kid;Butch Cassidy and the Sundance Kid;1969-09-23;110;en;5.27;unknown;6000000;102308889;Released;Not that it matters, but most of it is true.;"In late 1890s Wyoming, Butch Cassidy is the affable, clever, talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot ""Sundance Kid"".  As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all."
329;tt0107290;Jurassic Park;Jurassic Park;1993-06-11;127;en;4.62;http://www.jurassicpark.com/;63000000;920100000;Released;An adventure 65 million years in the making.;A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.
